institution.name	institution.code	object_number	title	production.date.start	production.date.end	physical_description	collection	description_level	dimension.free	parts_reference	object_history_note	creator	acquisition.notes	content.person.name.type	content.person.name	content.subject.type	content.subject	accruals	system_of_arrangement	access_category.notes	environmental_condition.notes	part_of_reference	part_of.title	legal status
Black Country Living Museum	1430	KEN/B/312	Selling Values & Costs	1959-07	1959-12	"Figures for the selling value of manufactured Kenrick items delivered to the storage warehouses, compared with the total cost of all work produced in the same period."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/313	Selling Values & Costs	1960-01	1960-12	"Figures for the selling value of manufactured Kenrick items delivered to the storage warehouses, compared with the total cost of all work produced in the same period (excludes June 1960)."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/314	Selling Values & Costs	1961-01	1961-12	"Figures for the selling value of manufactured Kenrick items delivered to the storage warehouses, compared with the total cost of all work produced in the same period (excludes June 1961)."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/315	Selling Values & Costs	1962-01	1962-12	"Figures for the selling value of manufactured Kenrick items delivered to the storage warehouses, compared with the total cost of all work produced in the same period (excludes June 1962)."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/316	Local Trade Summary	1883	1900	"A summary of sales figures for Kenrick manufactured products sold in the British Isles.  Areas include Northern, Eastern and Southern England, Wales, the Midlands, Ireland and Scotland."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/317	Home Trade Summary	1901	1910	"A summary of sales figures for Kenrick manufactured products sold in the British Isles.  Areas include Northern, Eastern and Southern England, Wales, the Midlands, Ireland and Scotland."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/318	Home Trade Summary	1911	1920	"A summary of sales figures for Kenrick manufactured products sold in the British Isles.  Areas include Northern, Eastern and Southern England, Wales, the Midlands, Ireland and Scotland."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/319	Home Trade Summary	1921	1930	"A summary of sales figures for Kenrick manufactured products sold in the British Isles.  Areas include Northern, Eastern and Southern England, Wales, the Midlands, Ireland and Scotland."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/32	Accounts Sheet	1836-06	1837-07	An account of the expenses incurred in making screw casting machines by Archibald Kenrick & Sons.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/320	Home Trade Summary	1931	1936	"A summary of sales figures for Kenrick manufactured products sold in the British Isles.  Areas include Northern, Eastern and Southern England, Wales, the Midlands, Ireland and Scotland."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/321	Home Sales Analyses	1878	1920	Analyses of sales in the British Isles of manufactured Kenrick and subsidiary company products.	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/322	Home Sales Analyses	1920	1920	Analyses of sales in the British Isles of manufactured Kenrick and subsidiary company products.	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/323	Home Sales Analyses	1920	1947	"Analyses of sales in the British Isles, of manufactured Kenrick and subsidiary company products."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/324	Prices & Costings	1877	1938	"Sample prices and costings for Kenrick manufactured items including mole traps, harmonium handles, tincture cups, trunk handles, bells, surplice pins, buttons, hat and coat hooks, charcoal box irons and sausage trays."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/325	Costings & Wages	1871	1947	Costs of production (including wages) involved in the manufacture of irons and other Kenrick products.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/326	Production Figures	1909	1955	"Orders, prices and sales of locks and latches manufactured by Archibald Kenrick & Sons Limited."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/327	Pattern Stock Book	1898	1939	Stock book with index of Kenrick holloware and oddwork patterns.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/328	Statistics Book	1886	1919	"Tabbed folder with index displaying statistical information on the following Kenrick accounts:HollowareOdd WorkBrassMalleable IronworkIron Castings Made Finished HollowareSummary of Holloware & Odd Work FinishedGoods Packed and Wages Paid Summary Wages, Stores and RepairsForeman's Lost Time (including list of Kenrick employees)Gas UsedWater UsedCoal UsedCost of Patterns, Moulds and BoardsBook also contains sheet diplaying statistics for holloware waste (1890-1919)."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/329	Production Figures	1906	1925	"Production figures for cast-iron hinges manufactured by Baldwin, Son & Company (subsidiary company of Archibald Kenrick & Sons Limited)."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/33	Bank Book	1913-03	1917-03	"Banking book showing account balances for the Dividend Account of Archibald Kenrick & Sons with Lloyds Bank, Temple Row, Birmingham."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/330	Production Figures	1926	1936	"Production figures for cast-iron hinges manufacture by Baldwin, Son & Company (subsidiary company of Archibald Kenrick & Sons Limited)."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/331	Production Figures	1936	1946	"Production figures for cast-iron hinges manufacture by Baldwin, Son & Company (subsidiary company of Archibald Kenrick & Sons Limited)."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/332	Production Figures	1946	1956	"Production figures for cast-iron hinges manufacture by Baldwin, Son & Company (subsidiary company of Archibald Kenrick & Sons Limited)."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/34	Bank Book	1919-03	1929-03	"Banking book showing account balances for the Common Fund Account of Archibald Kenrick & Sons with Lloyds Bank, Temple Row, Birmingham.  Book also contains two letters of correspondence."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/35	Bank Book	1919-10	1928-02	"Banking book showing account balances for the South American Account of Archibald Kenrick & Sons with Lloyds Bank, Temple Row, Birmingham."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/36	Banking Correspondence	1827	1896	"Bundle contains:No. 1: Bank statement 1827No. 2: Letter of correspondence with Joseph Beattie of the Birmingham Joint Stock Bank Limited 1877No. 3: Receipt for a gratuity 1887No. 4: Letter of correspondence with Lloyds Bank, Birmingham 1896No. 5: Letter of intent to a Messrs. Collings & Wallis 1879No. 6: Letter detailing banking terms from Lloyds Bank Limited, Birmingham 1896 "	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/37	Stock Accounts	1827	1829	Three stock accounting sheets for Archibald Kenrick & Sons showing levels and value of stock.	Archibald Kenrick & Sons	item	1 bundle			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/38	Declaration of Trust	1922-02	1922-02	Document detailing the number of shares owned by the Kenrick family in Kenricks Brazil  Ltd. and Kenricks Argentina Ltd.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/39	Share Transfer Certificate	1924-03	1924-03	"Certificate transferring the shares in Kenricks Argentina Limited held by John Archibald Kenrick, deceased."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/4	Purchase Ledger	1899	1913	Kenrick purchase ledger with index.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/40	Declaration of Trust	1899-01	1899-01	"Document detailing the number of shares owned by Enoch Baldwin, Alfred Baldwin, John Arthur Kenrick, William Kenrick, George Hamilton Kenrick, Wilfred Byng Kenrick, John Archibald Kenrick and Edward Arthur Baldwin in Thomas Pemberton & Sons Limited."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/41	Statement of Account	1840-09	1840-09	Statement of account collected by James Payton for Archibald Kenrick & Sons.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/42	Accounting Report	1938	1938	Accountant's preliminary report on matters affecting accounting and cost records for Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/43	Price Lists	1934	1939	Prices of items produced by Archibald Kenrick & Sons Limited and Anglo Enamelware for stock-taking purposes.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/44	Accounting Sheets	1940	1952	"Bound sheets giving details of various accounts held by Archibald Kenrick & Sons Limited.  Sheets specify account numbers, account names, dates, terms and amounts paid."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/45	Abstract of Sales Folder	1863	1877	Abstract of sales figures for items manufactured by Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/46	Declaration of Trust	1907	1907	Document detailing the number and price of shares owned by the Kenrick family in T. E. Martineau & Field Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/47	Declaration of Trust	1909-06	1909-06	Document detailing the number of shares owned by George Hamilton Kenrick family in T. E. Martineau & Field Limited in trust for The Anglo American Tin Stamping Company Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/48	Share Certificates	1919-10	1919-10	Share certificates detailing the number and value of shares held in The Anglo-Chinese Engineers' Association by Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
Black Country Living Museum	1430	KEN/B/49	Price Lists	1852	1973	Price lists for items made by Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/B	Financial & Accounting Records	
